Tissue,Sample,Gene_A,Gene_B
LUAD,TCGA-78-7146-01A-11R-2039-07,NOS1AP,F5
LUAD,TCGA-78-7146-01A-11R-2039-07,SCN4A,TRIM47
LUAD,TCGA-78-7146-01A-11R-2039-07,TRIM41,ASB9
LUAD,TCGA-78-7146-01A-11R-2039-07,VANGL2,PDE4DIP
LUAD,TCGA-78-7147-01A-11R-2039-07,DHX40,UNC5D
LUAD,TCGA-78-7147-01A-11R-2039-07,FNDC3B,KHDRBS3
LUAD,TCGA-78-7147-01A-11R-2039-07,KPNA1,GMPS
LUAD,TCGA-78-7147-01A-11R-2039-07,LIMD1,LARS2
LUAD,TCGA-78-7147-01A-11R-2039-07,OSBPL11,CHCHD6
LUAD,TCGA-78-7147-01A-11R-2039-07,SENP5,TCTEX1D2
LUAD,TCGA-78-7148-01A-11R-2039-07,CLDN4,UTRN
LUAD,TCGA-78-7148-01A-11R-2039-07,FGB,PLEKHA5
LUAD,TCGA-78-7148-01A-11R-2039-07,HSP90B1,SUPT16H
LUAD,TCGA-78-7148-01A-11R-2039-07,NARS2,ME3
LUAD,TCGA-78-7148-01A-11R-2039-07,RAB1B,XBP1
LUAD,TCGA-78-7149-01A-11R-2039-07,CSDE1,DDX27
LUAD,TCGA-78-7149-01A-11R-2039-07,ENO1,SNW1
LUAD,TCGA-78-7149-01A-11R-2039-07,HLA-C,FOXP1
LUAD,TCGA-78-7149-01A-11R-2039-07,MRPL33,RBKS
LUAD,TCGA-78-7149-01A-11R-2039-07,PDGFRB,FAR1
LUAD,TCGA-78-7149-01A-11R-2039-07,PRKAR1A,FOXP1
LUAD,TCGA-78-7150-01A-21R-2039-07,ATF1,GRIP1
LUAD,TCGA-78-7150-01A-21R-2039-07,CDK10,C16orf55
LUAD,TCGA-78-7150-01A-21R-2039-07,KIF21A,TMTC2
LUAD,TCGA-78-7150-01A-21R-2039-07,SOCS7,RSF1
LUAD,TCGA-78-7150-01A-21R-2039-07,TSPAN4,EPS8L2
LUAD,TCGA-78-7150-01A-21R-2039-07,UBAP2,APTX
LUAD,TCGA-78-7152-01A-11R-2039-07,AC006465.3,C1GALT1
LUAD,TCGA-78-7152-01A-11R-2039-07,ADNP,DDX27
LUAD,TCGA-78-7152-01A-11R-2039-07,NCOR2,SCARB1
LUAD,TCGA-78-7153-01A-11R-2039-07,AHDC1,ALCAM
LUAD,TCGA-78-7153-01A-11R-2039-07,ARMC1,UBE2W
LUAD,TCGA-78-7153-01A-11R-2039-07,ASAP1,LRRCC1
LUAD,TCGA-78-7153-01A-11R-2039-07,EIF3D,PLEKHB2
LUAD,TCGA-78-7153-01A-11R-2039-07,EIF4G3,NSUN4
LUAD,TCGA-78-7153-01A-11R-2039-07,FAM49B,PREX2
LUAD,TCGA-78-7153-01A-11R-2039-07,KDM4A,RYBP
LUAD,TCGA-78-7153-01A-11R-2039-07,KIF1B,AGTRAP
LUAD,TCGA-78-7153-01A-11R-2039-07,LRRCC1,GTPBP5
LUAD,TCGA-78-7153-01A-11R-2039-07,PREP,ATG5
LUAD,TCGA-78-7153-01A-11R-2039-07,PTPRU,C8orf84
LUAD,TCGA-78-7153-01A-11R-2039-07,SDHB,PLN
LUAD,TCGA-78-7153-01A-11R-2039-07,STK3,ZHX2
LUAD,TCGA-78-7153-01A-11R-2039-07,TRAPPC9,PSKH2
LUAD,TCGA-78-7154-01A-11R-2039-07,DOCK4,IMMP2L
LUAD,TCGA-78-7154-01A-11R-2039-07,HIPK2,ADCK2
LUAD,TCGA-78-7154-01A-11R-2039-07,PILRB,IMMP2L
LUAD,TCGA-78-7154-01A-11R-2039-07,SPATA6,BEND5
LUAD,TCGA-78-7154-01A-11R-2039-07,ZMYM5,IFT88
LUAD,TCGA-78-7155-01A-11R-2039-07,ACOX1,SRP68
LUAD,TCGA-78-7155-01A-11R-2039-07,CEP85,GRRP1
LUAD,TCGA-78-7155-01A-11R-2039-07,DSP,UTRN
LUAD,TCGA-78-7155-01A-11R-2039-07,EAPP,SNX6
LUAD,TCGA-78-7155-01A-11R-2039-07,EFCAB2,SDCCAG8
LUAD,TCGA-78-7155-01A-11R-2039-07,LAMC1,UTRN
LUAD,TCGA-78-7155-01A-11R-2039-07,MYO1D,ACCN1
LUAD,TCGA-78-7155-01A-11R-2039-07,RP11-468E2.1,NPAS3
LUAD,TCGA-78-7158-01A-11R-2039-07,EIF4G1,SNW1
LUAD,TCGA-78-7159-01A-11R-2039-07,BPIFA1,CLDN7
LUAD,TCGA-78-7159-01A-11R-2039-07,NUF2,TIMM17A
LUAD,TCGA-78-7159-01A-11R-2039-07,WNK1,CCDC77
LUAD,TCGA-78-7161-01A-11R-2039-07,ATP2A2,IFT81
LUAD,TCGA-78-7161-01A-11R-2039-07,FANCA,CACNA2D4
LUAD,TCGA-78-7161-01A-11R-2039-07,FNIP1,SUSD4
LUAD,TCGA-78-7161-01A-11R-2039-07,IQSEC1,GSTM3
LUAD,TCGA-78-7161-01A-11R-2039-07,PAK1,CNIH4
LUAD,TCGA-78-7161-01A-11R-2039-07,SHANK2,WNT11
LUAD,TCGA-78-7161-01A-11R-2039-07,SLC25A21,MIPOL1
LUAD,TCGA-78-7161-01A-11R-2039-07,TSC22D1,PLEKHA5
LUAD,TCGA-78-7162-01A-21R-2066-07,ZBTB20,EPHA6
LUAD,TCGA-78-7163-01A-12R-2066-07,EIF4G2,C5orf45
LUAD,TCGA-78-7163-01A-12R-2066-07,SCGB3A1,CAST
LUAD,TCGA-78-7167-01A-11R-2066-07,CSPP1,MAN1A2
LUAD,TCGA-78-7220-01A-11R-2039-07,CAPZA2,MET
LUAD,TCGA-78-7220-01A-11R-2039-07,GOLGA5,RIN3
LUAD,TCGA-78-7220-01A-11R-2039-07,MIRLET7BHG,ATXN10
LUAD,TCGA-78-7220-01A-11R-2039-07,RANBP3,RFX2
LUAD,TCGA-78-7220-01A-11R-2039-07,TRMT11,SLC16A10
LUAD,TCGA-78-7535-01A-11R-2066-07,BMP2K,SHROOM3
LUAD,TCGA-78-7536-01A-11R-2066-07,EPS8,PRH2
LUAD,TCGA-78-7536-01A-11R-2066-07,FAM125B,TMC1
LUAD,TCGA-78-7536-01A-11R-2066-07,HDAC4,SNX18
LUAD,TCGA-78-7536-01A-11R-2066-07,KLF7,PARD3B
LUAD,TCGA-78-7536-01A-11R-2066-07,SLC16A14,SP110
LUAD,TCGA-78-7536-01A-11R-2066-07,STRBP,ASTN2
LUAD,TCGA-78-7536-01A-11R-2066-07,TANC1,NR4A2
LUAD,TCGA-78-7539-01A-11R-2066-07,ANKRD17,SQRDL
LUAD,TCGA-78-7539-01A-11R-2066-07,BMPR2,C2orf67
LUAD,TCGA-78-7539-01A-11R-2066-07,CNPY3,CXCR5
LUAD,TCGA-78-7539-01A-11R-2066-07,EFNA3,HFE2
LUAD,TCGA-78-7539-01A-11R-2066-07,WDR12,PARD3B
LUAD,TCGA-78-7542-01A-21R-2066-07,ACTB,COL17A1
LUAD,TCGA-78-7542-01A-21R-2066-07,DHCR24,NDUFV1
LUAD,TCGA-78-7542-01A-21R-2066-07,GSN,HLA-F
LUAD,TCGA-78-7542-01A-21R-2066-07,KIAA1949,NDUFV1
LUAD,TCGA-78-7542-01A-21R-2066-07,NCL,SQSTM1
LUAD,TCGA-78-7542-01A-21R-2066-07,WARS,UTRN
LUAD,TCGA-78-8640-01A-11R-2403-07,C10orf125,DOCK1
LUAD,TCGA-78-8640-01A-11R-2403-07,CTNND1,ZDHHC5
LUAD,TCGA-78-8640-01A-11R-2403-07,EFR3A,ZFAT
LUAD,TCGA-78-8640-01A-11R-2403-07,INPP5A,JAKMIP3
LUAD,TCGA-78-8640-01A-11R-2403-07,PPP1R13L,OPA3
LUAD,TCGA-78-8640-01A-11R-2403-07,RASAL2,GALNTL6
LUAD,TCGA-78-8660-01A-11R-2403-07,ARID4A,NPAS3
LUAD,TCGA-78-8660-01A-11R-2403-07,ERC1,WNK1
LUAD,TCGA-78-8660-01A-11R-2403-07,FBXO34,HECTD1
LUAD,TCGA-78-8660-01A-11R-2403-07,GTF2A1,KIAA0391
LUAD,TCGA-78-8660-01A-11R-2403-07,HMOX2,C16orf5
LUAD,TCGA-78-8660-01A-11R-2403-07,RALY,DEFB123
LUAD,TCGA-78-8660-01A-11R-2403-07,SAFB2,LONP1
LUAD,TCGA-78-8660-01A-11R-2403-07,STRN3,EGLN3
LUAD,TCGA-78-8660-01A-11R-2403-07,TNRC18,RNF216
LUAD,TCGA-78-8662-01A-11R-2403-07,CHST3,CDH23
LUAD,TCGA-78-8662-01A-11R-2403-07,SMURF2,LRRC37A3
LUAD,TCGA-78-8662-01A-11R-2403-07,YEATS4,SLC35E3
LUAD,TCGA-78-8662-01A-11R-2403-07,ZMYM2,KIAA0564
LUAD,TCGA-80-5608-01A-31R-1949-07,ANGPTL4,CLCN3
LUAD,TCGA-80-5608-01A-31R-1949-07,ARID1B,PARK2
LUAD,TCGA-80-5608-01A-31R-1949-07,BPIFA1,CLDN7
LUAD,TCGA-80-5608-01A-31R-1949-07,SDC4,TSHZ2
LUAD,TCGA-80-5608-01A-31R-1949-07,SFTPB,SLC35C1
LUAD,TCGA-80-5611-01A-01R-1628-07,AHCYL1,LRRIQ3
LUAD,TCGA-80-5611-01A-01R-1628-07,AMN1,FAR2
LUAD,TCGA-80-5611-01A-01R-1628-07,CPNE8,CNTN1
LUAD,TCGA-80-5611-01A-01R-1628-07,FHDC1,ARFIP1
LUAD,TCGA-80-5611-01A-01R-1628-07,FHIT,CADPS
LUAD,TCGA-80-5611-01A-01R-1628-07,KIAA0182,USP10
LUAD,TCGA-83-5908-01A-21R-2287-07,CTNND1,DOCK8
LUAD,TCGA-83-5908-01A-21R-2287-07,DOCK8,OSBP
LUAD,TCGA-83-5908-01A-21R-2287-07,EARS2,VMP1
LUAD,TCGA-83-5908-01A-21R-2287-07,GLIS3,ARHGAP1
LUAD,TCGA-83-5908-01A-21R-2287-07,JAK2,CSTF3
LUAD,TCGA-83-5908-01A-21R-2287-07,KIAA1432,DCAF10
LUAD,TCGA-83-5908-01A-21R-2287-07,MED13,C20orf118
LUAD,TCGA-83-5908-01A-21R-2287-07,SPNS1,PRKCB
LUAD,TCGA-83-5908-01A-21R-2287-07,TANC2,SPAG9
LUAD,TCGA-86-6851-01A-11R-1949-07,ANXA6,UTRN
LUAD,TCGA-86-6851-01A-11R-1949-07,CTSB,FAR1
LUAD,TCGA-86-6851-01A-11R-1949-07,EEF2,PLEKHA5
LUAD,TCGA-86-6851-01A-11R-1949-07,XBP1,UTRN
LUAD,TCGA-86-6851-01A-11R-1949-07,ZDHHC17,RNFT2
LUAD,TCGA-86-7701-01A-11R-2170-07,FAM98B,EFTUD1
LUAD,TCGA-86-7711-01A-11R-2066-07,RPS6KB1,VMP1
LUAD,TCGA-86-7713-01A-11R-2066-07,PDE4D,CRABP1
LUAD,TCGA-86-7713-01A-11R-2066-07,PRKDC,MYO5A
LUAD,TCGA-86-7953-01A-11R-2187-07,ARHGEF3,RHAG
LUAD,TCGA-86-7953-01A-11R-2187-07,CD55,C4BPA
LUAD,TCGA-86-7953-01A-11R-2187-07,MAX,TEX10
LUAD,TCGA-86-7953-01A-11R-2187-07,PLEKHF2,TP53INP1
LUAD,TCGA-86-7953-01A-11R-2187-07,SLAMF1,CD1A
LUAD,TCGA-86-7953-01A-11R-2187-07,ZNF14,STAT5A
LUAD,TCGA-86-7953-01A-11R-2187-07,ZNF341,CBFA2T2
LUAD,TCGA-86-7954-01A-11R-2187-07,CASC1,PLEKHA5
LUAD,TCGA-86-7954-01A-11R-2187-07,CD63,EIF2AK2
LUAD,TCGA-86-7954-01A-11R-2187-07,CHD6,ABHD12
LUAD,TCGA-86-7954-01A-11R-2187-07,ESYT1,MED14
LUAD,TCGA-86-7954-01A-11R-2187-07,KDM6A,METTL20
LUAD,TCGA-86-7954-01A-11R-2187-07,MTAP,POC1B
LUAD,TCGA-86-7954-01A-11R-2187-07,R3HDM2,CAPRIN2
LUAD,TCGA-86-7954-01A-11R-2187-07,RBM10,CMAS
LUAD,TCGA-86-7954-01A-11R-2187-07,SDC4,NRG1
LUAD,TCGA-86-7954-01A-11R-2187-07,TRA2A,EPDR1
LUAD,TCGA-86-7954-01A-11R-2187-07,USP9X,KDM6A
LUAD,TCGA-86-7955-01A-11R-2187-07,ANKRD10,MYO16
LUAD,TCGA-86-7955-01A-11R-2187-07,ITCH,TSHZ2
LUAD,TCGA-86-7955-01A-11R-2187-07,MICALL2,SDK1
LUAD,TCGA-86-7955-01A-11R-2187-07,NAA15,C4orf37
LUAD,TCGA-86-7955-01A-11R-2187-07,UNK,NAF1
LUAD,TCGA-86-7955-01A-11R-2187-07,WAC,RDX
LUAD,TCGA-86-8054-01A-11R-2241-07,KDM2A,DDR2
LUAD,TCGA-86-8054-01A-11R-2241-07,MAPKAPK5,ALDH2
LUAD,TCGA-86-8054-01A-11R-2241-07,PCDH7,AC021860.1
LUAD,TCGA-86-8056-01A-11R-2241-07,CTSH,RASGRF1
LUAD,TCGA-86-8056-01A-11R-2241-07,RPS6KB1,VMP1
LUAD,TCGA-86-8074-01A-11R-2241-07,CYTH3,SPATA18
LUAD,TCGA-86-8074-01A-11R-2241-07,SCFD2,NARS2
LUAD,TCGA-86-8074-01A-11R-2241-07,UVRAG,KCNE3
LUAD,TCGA-86-8075-01A-11R-2241-07,ANKRD13C,HHLA3
LUAD,TCGA-86-8075-01A-11R-2241-07,DAPK1,AGTPBP1
LUAD,TCGA-86-8075-01A-11R-2241-07,FHOD3,MYOM1
LUAD,TCGA-86-8075-01A-11R-2241-07,NDUFV2,CHST9
LUAD,TCGA-86-8075-01A-11R-2241-07,SECISBP2,NEDD4L
LUAD,TCGA-86-8279-01A-11R-2287-07,ASB8,NELL2
LUAD,TCGA-86-8279-01A-11R-2287-07,KIAA1429,PNLIPRP1
LUAD,TCGA-86-8279-01A-11R-2287-07,PTK2,SLC45A4
LUAD,TCGA-86-8280-01A-11R-2287-07,ATP9A,MACROD2
LUAD,TCGA-86-8281-01A-11R-2287-07,ATP1B1,RCSD1
LUAD,TCGA-86-8358-01A-11R-2326-07,C1QC,ARID1A
LUAD,TCGA-86-8358-01A-11R-2326-07,MIPOL1,NPAS3
LUAD,TCGA-86-8358-01A-11R-2326-07,NDC80,TTC39C
LUAD,TCGA-86-8358-01A-11R-2326-07,PSAP,PLEKHB2
LUAD,TCGA-86-8358-01A-11R-2326-07,RAB39,TECTA
LUAD,TCGA-86-8358-01A-11R-2326-07,SYNE2,ACTN1
LUAD,TCGA-86-8359-01A-11R-2326-07,FASN,ZNF595
LUAD,TCGA-86-8359-01A-11R-2326-07,PTK2,RNF139
LUAD,TCGA-86-8585-01A-11R-2403-07,EXOC4,SUPT3H
LUAD,TCGA-86-8585-01A-11R-2403-07,FRS2,OS9
LUAD,TCGA-86-8585-01A-11R-2403-07,WNK1,RAD52
LUAD,TCGA-86-8669-01A-11R-2403-07,KIAA0391,AKAP6
LUAD,TCGA-86-8672-01A-21R-2403-07,SETDB1,PLEKHO1
LUAD,TCGA-86-8672-01A-21R-2403-07,ST7,ASZ1
LUAD,TCGA-86-8672-01A-21R-2403-07,ST7OT4,ASZ1
LUAD,TCGA-86-8673-01A-11R-2403-07,ALDH9A1,NME7
LUAD,TCGA-86-8673-01A-11R-2403-07,ARNT,RIIAD1
LUAD,TCGA-86-8673-01A-11R-2403-07,ATOH8,GNLY
LUAD,TCGA-86-8673-01A-11R-2403-07,EXOC7,FOXJ1
LUAD,TCGA-86-8673-01A-11R-2403-07,FARP2,2-Sep
LUAD,TCGA-86-8673-01A-11R-2403-07,LRRC68,CACNG1
LUAD,TCGA-86-8673-01A-11R-2403-07,PIP5K1A,C1orf56
LUAD,TCGA-86-8673-01A-11R-2403-07,PRPF3,CTSS
LUAD,TCGA-86-8673-01A-11R-2403-07,RNF138,RNF125
LUAD,TCGA-86-8673-01A-11R-2403-07,SETD2,KIF9
LUAD,TCGA-86-8673-01A-11R-2403-07,SHANK2,EFCAB6
LUAD,TCGA-86-8673-01A-11R-2403-07,TRMT11,NCOA7
LUAD,TCGA-86-A456-01A-11R-A24H-07,RAF1,XPC
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,ADAM2,MTMR2
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,CDKN3,SFTA3
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,DDX5,PFKP
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,EEF2,CBS
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,PCMTD1,KIAA1875
LUAD,TCGA-86-A4D0-01A-11R-A24H-07,PDGFC,G3BP2
LUAD,TCGA-86-A4P7-01A-11R-A24X-07,APOC1,IQCE
LUAD,TCGA-86-A4P7-01A-11R-A24X-07,FBXL20,TTC17
LUAD,TCGA-86-A4P7-01A-11R-A24X-07,PI4KB,SYT11
LUAD,TCGA-86-A4P7-01A-11R-A24X-07,UBE2K,C13orf30
LUAD,TCGA-91-6828-01A-11R-1858-07,ACTR5,RPRD1B
LUAD,TCGA-91-6829-01A-21R-1858-07,SULF1,ANKS1A
LUAD,TCGA-91-6831-01A-11R-1858-07,ERO1LB,HEATR1
LUAD,TCGA-91-6831-01A-11R-1858-07,MRPL21,LRP5
LUAD,TCGA-91-6831-01A-11R-1858-07,PHF20,ADNP
LUAD,TCGA-91-6831-01A-11R-1858-07,RRBP1,TASP1
LUAD,TCGA-91-6831-01A-11R-1858-07,RTN3,HRASLS5
LUAD,TCGA-91-6831-01A-11R-1858-07,SNAI1,PFDN4
LUAD,TCGA-91-6831-01A-11R-1858-07,TAF4,TSHZ2
LUAD,TCGA-91-6831-01A-11R-1858-07,TTC33,GRM5
LUAD,TCGA-91-6835-01A-11R-1858-07,C1QA,CD74
LUAD,TCGA-91-6836-01A-21R-1858-07,C1orf159,SDF4
LUAD,TCGA-91-6836-01A-21R-1858-07,CLK2,ASH1L
LUAD,TCGA-91-6836-01A-21R-1858-07,TG,THADA
LUAD,TCGA-91-6840-01A-11R-1949-07,DGCR2,EHBP1
LUAD,TCGA-91-6840-01A-11R-1949-07,GPR116,MEP1A
LUAD,TCGA-91-6840-01A-11R-1949-07,KCNMB4,ALDH3B2
LUAD,TCGA-91-6840-01A-11R-1949-07,KIAA1958,WDR34
LUAD,TCGA-91-6840-01A-11R-1949-07,LARP4,MUCL1
LUAD,TCGA-91-6840-01A-11R-1949-07,TAF8,CRISP1
LUAD,TCGA-91-6847-01A-11R-1949-07,BCAS3,GIT1
LUAD,TCGA-91-6847-01A-11R-1949-07,CDKAL1,C6orf89
LUAD,TCGA-91-6847-01A-11R-1949-07,DDX19A,ABCC11
LUAD,TCGA-91-6847-01A-11R-1949-07,TAOK1,BCAS3
LUAD,TCGA-91-6848-01A-11R-1949-07,EPHA5,RUFY3
LUAD,TCGA-91-6848-01A-11R-1949-07,KCTD10,TPCN1
LUAD,TCGA-91-6848-01A-11R-1949-07,PSME4,STON1-GTF2A1L
LUAD,TCGA-91-6848-01A-11R-1949-07,PTK2,ANKRD11
LUAD,TCGA-91-6848-01A-11R-1949-07,PTK2,CACNG8
LUAD,TCGA-91-6848-01A-11R-1949-07,TMEM9,MYO5B
LUAD,TCGA-91-7771-01A-11R-2170-07,ARMC1,SPAG11B
LUAD,TCGA-91-7771-01A-11R-2170-07,ASXL1,TM9SF4
LUAD,TCGA-91-7771-01A-11R-2170-07,B4GALT1,BAG1
LUAD,TCGA-91-7771-01A-11R-2170-07,KIFC3,CNGB1
LUAD,TCGA-91-7771-01A-11R-2170-07,MAP2K5,SMAD6
LUAD,TCGA-91-7771-01A-11R-2170-07,MECOM,FRMD5
LUAD,TCGA-91-7771-01A-11R-2170-07,NCOA2,XKR9
LUAD,TCGA-91-7771-01A-11R-2170-07,NFE2,STARD7
LUAD,TCGA-91-7771-01A-11R-2170-07,OXSR1,CTDSPL
LUAD,TCGA-91-7771-01A-11R-2170-07,PRPF6,DNAJC5
LUAD,TCGA-91-7771-01A-11R-2170-07,RPS6KC1,TFPI
LUAD,TCGA-91-7771-01A-11R-2170-07,WARS,C8orf12
LUAD,TCGA-91-7771-01A-11R-2170-07,WNK1,B4GALNT3
LUAD,TCGA-91-7771-01A-11R-2170-07,WSB2,RFC5
LUAD,TCGA-91-8496-01A-11R-2403-07,BBS2,ADAT1
LUAD,TCGA-91-8496-01A-11R-2403-07,NFAT5,FHOD1
LUAD,TCGA-91-8497-01A-11R-2403-07,NFAT5,HHAT
LUAD,TCGA-91-8497-01A-11R-2403-07,PHF21A,ALKBH3
LUAD,TCGA-91-8499-01A-11R-2403-07,ARHGEF10L,PADI4
LUAD,TCGA-91-8499-01A-11R-2403-07,AS3MT,GBF1
LUAD,TCGA-91-8499-01A-11R-2403-07,CBLL1,SLC26A4
LUAD,TCGA-91-8499-01A-11R-2403-07,DGKD,SAG
LUAD,TCGA-91-8499-01A-11R-2403-07,EIF4G3,ECE1
LUAD,TCGA-91-8499-01A-11R-2403-07,EPS15,INADL
LUAD,TCGA-91-8499-01A-11R-2403-07,FAM162A,CASR
LUAD,TCGA-91-8499-01A-11R-2403-07,GK5,PAQR9
LUAD,TCGA-91-8499-01A-11R-2403-07,IL13RA1,WDR44
LUAD,TCGA-91-8499-01A-11R-2403-07,MRPS7,GGA3
LUAD,TCGA-91-8499-01A-11R-2403-07,PHF21A,AMBRA1
LUAD,TCGA-91-8499-01A-11R-2403-07,SENP2,CLCN2
LUAD,TCGA-91-A4BC-01A-11R-A24H-07,ASH1L,INSRR
LUAD,TCGA-91-A4BC-01A-11R-A24H-07,FAM65A,LRRC36
LUAD,TCGA-91-A4BC-01A-11R-A24H-07,KCNK5,PDE4DIP
LUAD,TCGA-91-A4BC-01A-11R-A24H-07,PDGFRL,VPS37A
LUAD,TCGA-91-A4BC-01A-11R-A24H-07,VPS72,ROBO2
LUAD,TCGA-91-A4BD-01A-11R-A24H-07,MUC1,PKLR
LUAD,TCGA-93-7348-01A-21R-2039-07,CLINT1,11-Mar
LUAD,TCGA-93-8067-01A-11R-2287-07,ARRB1,DLG2
LUAD,TCGA-93-8067-01A-11R-2287-07,FYTTD1,DNAJC7
LUAD,TCGA-93-8067-01A-11R-2287-07,GPX8,TTLL1
LUAD,TCGA-93-8067-01A-11R-2287-07,RAI1,MRGPRF
LUAD,TCGA-93-8067-01A-11R-2287-07,RHOT1,LRRC37B
LUAD,TCGA-93-8067-01A-11R-2287-07,SLC7A6,NFATC3
LUAD,TCGA-93-8067-01A-11R-2287-07,TCF20,MKL1
LUAD,TCGA-93-8067-01A-11R-2287-07,TMEM182,ADAMTS12
LUAD,TCGA-93-8067-01A-11R-2287-07,ZNF143,TMEM41B
LUAD,TCGA-93-A4JN-01A-11R-A24X-07,CIC,KLK11
LUAD,TCGA-93-A4JN-01A-11R-A24X-07,KIF5B,MET
LUAD,TCGA-93-A4JO-01A-21R-A24X-07,FRMD8,DPF2
LUAD,TCGA-93-A4JO-01A-21R-A24X-07,IL1R1,IL1R2
LUAD,TCGA-93-A4JO-01A-21R-A24X-07,ZDHHC20,MIPEP
LUAD,TCGA-93-A4JP-01A-11R-A24X-07,PRMT2,STX18
LUAD,TCGA-93-A4JP-01A-11R-A24X-07,PTPN2,MYL12B
LUAD,TCGA-93-A4JP-01A-11R-A24X-07,STIM1,NUP98
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,ATAD2,LRP12
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,CASP7,C10orf137
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,EIF2AK4,AVEN
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,MED13L,COL23A1
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,NDUFS4,UBE2D2
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,PLAA,PTPLAD2
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,RPS6KB1,VMP1
LUAD,TCGA-93-A4JQ-01A-11R-A24X-07,TEC,NCAM2
LUAD,TCGA-95-7039-01A-11R-1949-07,ATXN1,CGA
LUAD,TCGA-95-7039-01A-11R-1949-07,CCDC90B,CLPB
LUAD,TCGA-95-7039-01A-11R-1949-07,FAM129B,NDUFV1
LUAD,TCGA-95-7039-01A-11R-1949-07,MST1R,FNDC3B
LUAD,TCGA-95-7043-01A-11R-1949-07,NIPBL,ATP2A2
LUAD,TCGA-95-7043-01A-11R-1949-07,THRA,PSMD3
LUAD,TCGA-95-7562-01A-11R-2241-07,HNRNPH3,ATAD1
LUAD,TCGA-95-7562-01A-11R-2241-07,UBE2D2,SND1
LUAD,TCGA-95-7944-01A-11R-2187-07,LONP1,DDX27
LUAD,TCGA-95-7944-01A-11R-2187-07,NUP205,CCDC136
LUAD,TCGA-95-7947-01A-11R-2187-07,MED1,CDK12
LUAD,TCGA-95-7948-01A-11R-2187-07,GTF2E2,ACE
LUAD,TCGA-95-7948-01A-11R-2187-07,RARA,CDC6
LUAD,TCGA-95-8039-01A-11R-2241-07,FTO,RBL2
LUAD,TCGA-95-8039-01A-11R-2241-07,POLB,UVRAG
LUAD,TCGA-95-8494-01A-11R-2326-07,C17orf63,GYS2
LUAD,TCGA-95-A4VK-01A-11R-A262-07,SLC12A7,RASGEF1C
LUAD,TCGA-95-A4VK-01A-11R-A262-07,SPOCK1,ARHGAP26
LUAD,TCGA-95-A4VK-01A-11R-A262-07,SQSTM1,GRIA1
LUAD,TCGA-95-A4VK-01A-11R-A262-07,TBC1D9B,ODZ2
LUAD,TCGA-95-A4VK-01A-11R-A262-07,ZNF354A,SLC12A7
LUAD,TCGA-95-A4VN-01A-11R-A262-07,BTF3L4,STMN1
LUAD,TCGA-95-A4VN-01A-11R-A262-07,KTN1,PRKCSH
LUAD,TCGA-95-A4VN-01A-11R-A262-07,PDE7A,NCAM2
LUAD,TCGA-95-A4VN-01A-11R-A262-07,RPL8,CFB
LUAD,TCGA-95-A4VP-01A-21R-A262-07,TRIP12,SLC16A14
LUAD,TCGA-97-7547-01A-11R-2039-07,SEC61A1,EIF2AK2
LUAD,TCGA-97-7547-01A-11R-2039-07,SNX29,CLEC16A
LUAD,TCGA-97-7552-01A-11R-2039-07,LYZ,SUPT16H
LUAD,TCGA-97-7552-01A-11R-2039-07,PLEC,EIF2AK2
LUAD,TCGA-97-7552-01A-11R-2039-07,ROCK1,CABYR
LUAD,TCGA-97-7552-01A-11R-2039-07,TFF1,RABEP1
LUAD,TCGA-97-7552-01A-11R-2039-07,TSPAN8,UTRN
LUAD,TCGA-97-7553-01A-21R-2039-07,BICC1,DPYSL4
LUAD,TCGA-97-7554-01A-11R-2039-07,EPS8,GYS2
LUAD,TCGA-97-7554-01A-11R-2039-07,VTI1A,C10orf90
LUAD,TCGA-97-7937-01A-11R-2170-07,AHNAK,STIP1
LUAD,TCGA-97-7937-01A-11R-2170-07,LIN52,SYNE2
LUAD,TCGA-97-7937-01A-11R-2170-07,PER3,DNAJC11
LUAD,TCGA-97-7937-01A-11R-2170-07,RNF10,FBXO21
LUAD,TCGA-97-7937-01A-11R-2170-07,SMAD2,C10orf90
LUAD,TCGA-97-7937-01A-11R-2170-07,TASP1,SLC24A3
LUAD,TCGA-97-7941-01A-11R-2187-07,A2M,ARFGEF2
LUAD,TCGA-97-8171-01A-11R-2287-07,SDC4,AP1G2
LUAD,TCGA-97-8171-01A-11R-2287-07,VPS13B,SGCZ
LUAD,TCGA-97-8172-01A-11R-2287-07,GAS7,MYH1
LUAD,TCGA-97-8174-01A-11R-2287-07,AFF3,NPAS2
LUAD,TCGA-97-8174-01A-11R-2287-07,ECHDC1,FYN
LUAD,TCGA-97-8174-01A-11R-2287-07,MLL,FYN
